ID,Trace of Learning,Learning Time
678.0,"[12, 5, 18, 13, 19, 24, 6, 7, 3, 17]","[77, 94, 51, 45, 40, 7, 82, 26, 22, 100]"
679.0,"[5, 12, 13, 19, 18, 7, 24, 3, 17, 6, 9, 2, 4, 20]","[94, 77, 41, 36, 50, 27, 8, 18, 96, 82, 64, 43, 74, 13]"
680.0,"[5, 12, 13, 24, 19, 18, 7, 6]","[96, 77, 41, 5, 39, 53, 26, 83]"
681.0,"[5, 12, 18, 7, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 1]","[96, 78, 53, 25, 43, 38, 8, 80, 19, 96, 65, 46, 74, 13, 78]"
682.0,"[12, 5, 18, 13, 7, 24, 6, 19, 3, 17, 9, 2]","[75, 94, 49, 44, 23, 7, 82, 36, 19, 96, 63, 43]"
683.0,"[12, 5, 13, 24, 18, 7, 6, 19, 3, 17, 9]","[74, 93, 41, 8, 53, 25, 84, 37, 22, 98, 63]"
684.0,"[5, 12, 13, 18, 7]","[93, 76, 42, 53, 27]"
685.0,"[5, 18, 7, 12, 13, 19, 24, 3, 6, 17, 9, 2, 4, 21]","[92, 52, 23, 77, 43, 36, 9, 20, 80, 96, 65, 43, 78, 42]"
686.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9]","[76, 96, 50, 24, 41, 5, 80, 38, 18, 98, 62]"
687.0,"[12, 5, 18, 7, 13, 19, 3]","[78, 96, 53, 25, 41, 37, 19]"
688.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4]","[74, 43, 7, 96, 40, 49, 80, 27, 18, 99, 64, 46, 78]"
689.0,"[12, 13, 5, 19, 18, 7, 3, 24, 6, 17, 9]","[74, 43, 93, 40, 53, 24, 18, 6, 82, 97, 61]"
690.0,"[5, 18, 12, 13, 7, 19, 3, 17, 24, 6, 9, 2, 4, 21, 20, 8, 1, 16]","[96, 53, 76, 43, 24, 36, 22, 96, 5, 83, 63, 47, 78, 46, 11, 15, 81, 87]"
691.0,"[12, 13, 5, 19, 24, 18]","[74, 45, 93, 39, 6, 49]"
692.0,"[5, 12, 13, 19, 18, 7, 24, 6, 3, 17, 9, 2, 4]","[94, 77, 45, 36, 52, 23, 9, 83, 21, 100, 61, 47, 74]"
693.0,"[5, 12, 18, 7, 13]","[93, 78, 50, 25, 41]"
694.0,"[12, 5, 18, 7, 13, 19, 24, 3, 17, 9, 6]","[75, 96, 51, 25, 43, 39, 7, 21, 98, 63, 82]"
695.0,"[5, 12, 13, 18, 7, 19, 3, 17, 9, 24, 6]","[93, 76, 41, 51, 23, 40, 20, 100, 63, 5, 81]"
696.0,"[12, 5, 18, 7, 13, 24, 19, 3, 6, 17, 9, 2, 4, 20, 1, 21, 14, 8, 16]","[78, 95, 53, 27, 45, 8, 39, 22, 84, 100, 65, 43, 76, 11, 80, 43, 57, 13, 86]"
697.0,"[5, 18, 7, 12, 13, 19]","[92, 51, 25, 78, 41, 39]"
698.0,"[12, 5, 18, 7, 13]","[74, 92, 52, 23, 44]"
699.0,"[5, 18, 12, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4]","[96, 53, 75, 23, 41, 8, 80, 40, 22, 96, 63, 45, 76]"
700.0,"[5, 12, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20]","[92, 74, 50, 25, 42, 7, 82, 39, 20, 96, 61, 45, 74, 12]"
701.0,"[12, 13, 5, 18, 19, 7, 24, 6, 3, 17, 9, 2, 4, 21]","[78, 43, 95, 49, 39, 23, 7, 84, 20, 96, 61, 47, 78, 46]"
702.0,"[12, 13, 24, 5, 18, 19, 7, 3, 17, 9, 6, 2, 4, 20, 21, 1, 8, 16]","[76, 43, 6, 94, 49, 38, 26, 19, 100, 61, 82, 47, 74, 12, 43, 79, 12, 88]"
703.0,"[12, 13, 24, 5, 18, 7, 19, 3, 6, 17, 9, 2, 4]","[76, 45, 8, 92, 51, 25, 36, 19, 83, 97, 62, 43, 76]"
704.0,"[12, 13, 5, 24, 19, 18, 7, 3, 6, 17, 9, 2]","[76, 45, 93, 8, 39, 52, 26, 18, 81, 96, 63, 43]"
705.0,"[5, 18, 12, 13, 24, 19, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8]","[95, 49, 76, 42, 7, 38, 82, 23, 19, 97, 62, 46, 78, 12, 78, 60, 45, 14]"
706.0,"[5, 18, 7, 12, 13, 19, 3, 24, 17, 6, 9, 2, 4, 20, 1, 14, 21, 8, 23]","[93, 53, 23, 77, 44, 39, 20, 8, 97, 81, 62, 43, 74, 10, 81, 59, 43, 14, 66]"
707.0,"[12, 13, 5, 18, 7]","[76, 41, 94, 49, 24]"
708.0,"[5, 18, 12, 13, 24, 19, 7, 3, 17, 9, 6, 2, 4]","[93, 50, 75, 41, 8, 39, 23, 19, 99, 64, 82, 47, 77]"
709.0,"[12, 5, 18, 7, 13, 19, 3, 17, 24, 6, 9, 2, 4, 20]","[76, 95, 51, 23, 45, 40, 21, 97, 9, 80, 65, 44, 76, 10]"
710.0,"[12, 5, 18, 13, 7]","[74, 93, 49, 42, 25]"
711.0,"[12, 5, 18, 13, 19, 24]","[77, 94, 52, 45, 39, 8]"
712.0,"[12, 13, 24, 5, 19, 18]","[75, 43, 8, 96, 40, 51]"
713.0,"[12, 5, 18, 13, 7, 24, 6, 19, 3]","[75, 95, 52, 45, 26, 7, 81, 38, 20]"
714.0,"[5, 12, 18, 7, 13, 24, 19, 3, 17, 9, 6, 2]","[94, 74, 53, 25, 44, 7, 37, 21, 96, 61, 84, 47]"
715.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 6, 9, 2, 4, 21]","[96, 49, 24, 74, 44, 8, 37, 18, 99, 82, 64, 45, 76, 44]"
716.0,"[12, 5, 13, 19, 24]","[76, 95, 42, 36, 7]"
717.0,"[12, 5, 18, 13, 24, 19, 6, 7, 3, 17, 9]","[76, 94, 50, 41, 7, 37, 83, 27, 21, 97, 65]"
718.0,"[12, 5, 13, 19, 24, 18, 7, 3, 17, 9, 6, 2, 4]","[77, 92, 45, 39, 5, 49, 24, 21, 97, 63, 82, 47, 74]"
719.0,"[5, 18, 12, 13, 7, 19, 3, 17, 9, 24, 6, 2, 4, 21, 8, 20, 1]","[93, 49, 75, 41, 23, 38, 21, 99, 62, 8, 81, 47, 75, 44, 15, 12, 79]"
720.0,"[12, 5, 18, 7, 13, 19, 24, 6, 3, 17, 9, 2, 4, 21, 20, 8, 1, 16, 14]","[76, 95, 51, 25, 44, 39, 5, 80, 19, 99, 61, 45, 74, 46, 14, 12, 80, 87, 59]"
721.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 8, 14, 23]","[74, 42, 6, 93, 40, 53, 83, 24, 19, 96, 63, 43, 76, 42, 12, 81, 12, 58, 69]"
722.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8, 23]","[75, 45, 6, 92, 38, 49, 83, 25, 22, 96, 63, 43, 75, 11, 80, 60, 42, 13, 67]"
723.0,"[12, 13, 24, 5, 19, 18]","[75, 43, 8, 94, 38, 52]"
724.0,"[5, 18, 12, 7, 13, 19, 24, 3, 6, 17, 9, 2, 4, 21]","[92, 49, 78, 23, 44, 40, 7, 22, 84, 99, 65, 45, 78, 44]"
725.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 21, 8, 20]","[95, 50, 23, 75, 45, 36, 7, 83, 19, 98, 61, 45, 76, 44, 15, 10]"
726.0,"[5, 12, 13, 24, 19, 18, 6, 7]","[96, 76, 42, 7, 40, 53, 82, 25]"
727.0,"[5, 18, 12, 13, 7, 24, 19, 6, 3, 17, 9, 2, 4, 20, 21, 8, 1, 16, 14]","[92, 51, 76, 44, 23, 9, 40, 82, 20, 100, 64, 46, 75, 11, 43, 16, 81, 84, 57]"
728.0,"[12, 5, 13, 18, 7, 19, 3, 17, 9, 24]","[77, 95, 43, 50, 23, 40, 22, 98, 64, 9]"
729.0,"[12, 5, 18, 7, 13, 19, 3, 17, 24, 9, 6, 2, 4, 21, 8]","[76, 93, 52, 23, 43, 38, 20, 100, 7, 64, 81, 45, 75, 45, 14]"
730.0,"[5, 18, 12, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 1]","[95, 53, 78, 26, 44, 7, 81, 40, 21, 98, 62, 46, 77, 14, 80]"
731.0,"[12, 13, 24, 5, 19, 18, 7, 6]","[75, 44, 7, 93, 39, 52, 25, 82]"
732.0,"[5, 12, 18, 13, 19, 24, 6, 7, 3, 17, 9, 2, 4, 21]","[93, 77, 50, 43, 40, 5, 81, 27, 21, 97, 65, 45, 77, 43]"
733.0,"[12, 5, 18, 7, 13, 19, 24, 3]","[77, 92, 52, 25, 42, 37, 5, 19]"
734.0,"[5, 18, 7, 12, 13, 24, 19]","[95, 53, 25, 74, 41, 7, 37]"
735.0,"[12, 5, 13, 18, 24, 7, 6, 19, 3, 17, 9, 2, 4, 21]","[78, 94, 44, 51, 5, 26, 82, 36, 22, 96, 65, 45, 75, 42]"
736.0,"[5, 12, 13, 18, 24, 7, 6, 19, 3, 17, 9, 2, 4]","[96, 78, 45, 53, 8, 24, 84, 37, 22, 97, 63, 45, 75]"
737.0,"[12, 5, 13, 18, 19, 7, 24, 3, 6, 17, 9, 2, 4, 21, 8, 20, 1, 16, 14]","[75, 94, 41, 53, 39, 24, 8, 18, 84, 98, 62, 47, 77, 42, 16, 14, 79, 84, 57]"
738.0,"[5, 12, 18, 7, 13, 19, 24]","[94, 78, 51, 24, 45, 36, 5]"
739.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9]","[76, 43, 8, 94, 39, 50, 84, 26, 20, 96, 63]"
740.0,"[12, 5, 13, 19, 18, 7, 3, 24, 6, 17, 9, 2, 4, 20, 21, 1]","[78, 92, 42, 36, 49, 23, 21, 7, 80, 96, 64, 45, 76, 14, 43, 78]"
741.0,"[5, 18, 7, 12, 13, 24, 19, 3, 6]","[92, 49, 26, 74, 43, 7, 40, 18, 82]"
742.0,"[5, 18, 12, 7, 13, 19, 24, 3, 17, 9, 6, 2, 4, 21, 8, 20, 1, 14, 16, 23]","[96, 52, 74, 25, 41, 39, 5, 22, 97, 65, 82, 46, 76, 46, 15, 11, 79, 60, 85, 67]"
743.0,"[5, 18, 7, 12, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1, 23]","[96, 51, 26, 76, 43, 5, 80, 39, 19, 99, 65, 43, 75, 46, 16, 13, 79, 67]"
744.0,"[12, 5, 13, 19, 24, 18, 7, 6, 3, 17, 9, 2]","[77, 93, 41, 36, 8, 53, 25, 80, 18, 99, 61, 47]"
745.0,"[12, 5, 13, 18, 24, 7, 6, 19]","[76, 92, 45, 49, 9, 27, 80, 37]"
746.0,"[5, 18, 12, 13, 7, 24, 19, 3, 6, 17, 9]","[96, 51, 74, 43, 26, 8, 37, 20, 84, 99, 61]"
747.0,"[12, 13, 24, 5, 18, 6, 19]","[77, 44, 7, 94, 51, 83, 37]"
748.0,"[5, 18, 7, 12, 13, 24]","[95, 53, 24, 74, 45, 8]"
749.0,"[5, 12, 18, 7, 13, 19, 3, 17]","[95, 76, 49, 23, 45, 38, 19, 98]"
750.0,"[5, 12, 18, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21, 20, 8, 1, 23]","[94, 78, 50, 27, 44, 8, 40, 84, 22, 97, 61, 46, 77, 42, 14, 12, 82, 69]"
751.0,"[12, 13, 5, 19, 24, 18, 7, 3, 6, 17, 9, 2, 4, 21, 20, 8, 1]","[77, 45, 96, 39, 8, 50, 23, 21, 83, 100, 63, 43, 74, 43, 11, 12, 80]"
752.0,"[5, 12, 18, 7, 13, 19, 3, 24, 6, 17, 9, 2, 4, 21, 8]","[96, 77, 50, 25, 42, 40, 19, 5, 83, 98, 63, 47, 76, 44, 14]"
753.0,"[5, 18, 12, 7, 13]","[92, 52, 75, 25, 41]"
754.0,"[5, 18, 7, 12, 13]","[95, 53, 25, 78, 44]"
755.0,"[12, 13, 5, 18, 7, 24, 19, 3, 6, 17, 9, 2]","[78, 42, 92, 53, 26, 8, 36, 20, 80, 100, 64, 47]"
756.0,"[12, 5, 18, 7, 13, 19, 24, 3, 17]","[77, 92, 51, 24, 42, 37, 7, 19, 96]"
757.0,"[5, 18, 7, 12, 13]","[93, 49, 25, 78, 42]"
758.0,"[12, 5, 18, 7, 13]","[77, 96, 50, 26, 43]"
759.0,"[5, 12, 18, 7, 13]","[94, 76, 53, 26, 45]"
760.0,"[5, 12, 13, 18, 19, 7, 3]","[95, 76, 41, 50, 40, 25, 22]"
761.0,"[5, 18, 12, 7, 13, 19, 3, 24, 6]","[96, 53, 76, 25, 43, 36, 21, 6, 83]"
762.0,"[5, 18, 7, 12, 13]","[94, 50, 25, 74, 44]"
763.0,"[12, 13, 5, 19, 18, 24, 7, 3, 17, 9, 6, 2, 4]","[75, 45, 93, 39, 49, 9, 27, 18, 100, 63, 84, 43, 75]"
764.0,"[12, 13, 24, 5, 18, 6, 7, 19, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8, 23, 11]","[78, 44, 5, 92, 49, 80, 26, 37, 18, 99, 63, 44, 76, 13, 79, 60, 46, 13, 68, 33]"
765.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 14]","[77, 41, 5, 94, 40, 49, 82, 23, 20, 98, 63, 47, 77, 43, 13, 78, 58]"
766.0,"[12, 13, 24, 5, 19, 18, 7, 6, 3, 17, 9]","[76, 41, 7, 94, 40, 50, 25, 83, 22, 97, 62]"
767.0,"[5, 12, 18, 13, 19, 7, 3, 24, 6, 17, 9, 2, 4, 20, 21, 1, 8, 16]","[95, 77, 50, 42, 36, 26, 20, 5, 80, 97, 61, 47, 76, 14, 45, 82, 13, 88]"
768.0,"[12, 5, 13, 24, 18, 7, 19, 3, 17, 6, 9, 2, 4, 20, 1, 21, 14, 8, 16, 23]","[76, 95, 45, 6, 49, 27, 40, 19, 97, 80, 61, 45, 77, 12, 78, 44, 57, 15, 85, 68]"
769.0,"[5, 12, 18, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21]","[93, 75, 49, 23, 44, 7, 40, 84, 20, 97, 63, 47, 74, 46]"
770.0,"[5, 12, 13, 24, 19, 18, 6, 7, 3]","[95, 74, 45, 5, 40, 50, 83, 27, 18]"
771.0,"[12, 13, 24, 5, 19, 18, 7, 6, 3, 17, 9, 2, 4, 20]","[75, 45, 7, 93, 40, 50, 27, 84, 21, 97, 61, 43, 77, 14]"
772.0,"[12, 13, 24, 5, 18, 6, 7, 19, 3, 17, 9, 2, 4, 20, 1, 21, 14, 8, 16]","[77, 44, 8, 95, 50, 80, 27, 36, 21, 100, 63, 43, 75, 12, 78, 45, 59, 14, 88]"
773.0,"[5, 12, 18, 7, 13, 19, 24, 3, 6, 17, 9, 2, 4]","[92, 74, 53, 26, 44, 38, 8, 21, 80, 100, 63, 43, 78]"
774.0,"[12, 13, 5, 19, 24, 18, 7, 3]","[75, 42, 93, 39, 5, 49, 25, 20]"
775.0,"[12, 5, 13, 19, 18, 24, 7, 6, 3, 17, 9, 2, 4, 20, 21, 1]","[76, 94, 45, 39, 52, 7, 26, 83, 22, 99, 64, 47, 74, 12, 45, 80]"
776.0,"[12, 13, 5, 24, 18, 19, 7, 6, 3, 17]","[78, 44, 96, 8, 53, 36, 26, 80, 22, 99]"
777.0,"[12, 5, 18, 13, 24, 7, 6, 19, 3, 17, 9, 2, 4, 20, 21, 1]","[75, 94, 49, 43, 6, 24, 82, 40, 19, 100, 65, 45, 78, 13, 44, 80]"
778.0,"[5, 12, 13, 18, 19, 7, 3, 24, 17, 6, 9, 2, 4, 20, 21, 1, 8]","[96, 78, 45, 49, 39, 26, 18, 8, 98, 80, 65, 44, 75, 11, 43, 81, 15]"
779.0,"[12, 5, 13, 24, 18, 19]","[76, 96, 42, 6, 51, 40]"
780.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3]","[93, 51, 25, 77, 43, 36, 6, 80, 22]"
781.0,"[5, 18, 7, 12, 13, 19]","[95, 50, 27, 77, 42, 38]"
782.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 6, 9, 2, 4, 21]","[96, 52, 23, 77, 41, 7, 37, 21, 97, 81, 63, 44, 76, 43]"
783.0,"[5, 12, 13, 24, 19]","[93, 76, 41, 8, 37]"
784.0,"[5, 18, 7, 12, 13, 24, 19, 3]","[92, 52, 23, 78, 42, 5, 37, 21]"
785.0,"[12, 5, 18, 13, 24, 19, 7, 6, 3, 17, 9, 2]","[77, 94, 49, 42, 9, 37, 24, 80, 19, 97, 61, 47]"
786.0,"[5, 18, 7, 12, 13, 19, 24]","[92, 49, 27, 77, 41, 40, 8]"
787.0,"[12, 13, 5, 19, 18, 7, 24]","[76, 45, 94, 37, 52, 24, 6]"
788.0,"[5, 12, 13, 19, 24, 18, 6, 7, 3, 17]","[96, 75, 41, 37, 5, 50, 83, 24, 21, 99]"
789.0,"[12, 13, 24, 5, 19, 18]","[75, 41, 6, 92, 37, 49]"
790.0,"[12, 5, 13, 19, 24, 18, 6, 7, 3, 17, 9, 2]","[76, 93, 42, 40, 6, 51, 81, 26, 22, 100, 65, 46]"
791.0,"[12, 5, 13, 24, 18, 6, 19, 7, 3, 17, 9, 2, 4, 20]","[77, 94, 44, 9, 52, 80, 39, 23, 19, 99, 63, 45, 78, 13]"
792.0,"[12, 5, 18, 13, 19, 24, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 14, 8]","[78, 93, 51, 44, 40, 7, 83, 25, 22, 97, 62, 47, 74, 46, 10, 79, 58, 12]"
793.0,"[5, 12, 13, 19, 24, 18, 7, 3, 6, 17, 9, 2, 4, 20, 21, 1, 14, 8, 23]","[95, 74, 45, 40, 8, 51, 23, 18, 82, 96, 64, 44, 75, 11, 44, 80, 60, 15, 65]"
794.0,"[5, 12, 18, 7, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 21, 8, 1, 23, 16]","[95, 75, 52, 23, 43, 36, 7, 80, 19, 99, 62, 47, 75, 11, 42, 13, 79, 68, 87]"
795.0,"[12, 5, 13, 19, 24, 18, 7, 6, 3, 17, 9, 2]","[78, 95, 42, 36, 9, 51, 24, 80, 22, 97, 64, 47]"
796.0,"[12, 13, 24, 5, 18, 7, 19, 6, 3, 17, 9, 2]","[76, 41, 8, 95, 52, 23, 40, 80, 20, 97, 64, 47]"
797.0,"[5, 18, 7, 12, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21, 20, 1, 14, 8]","[95, 51, 27, 77, 41, 9, 40, 82, 18, 96, 64, 43, 77, 43, 12, 81, 58, 13]"
798.0,"[5, 12, 18, 13, 7, 24, 6, 19, 3, 17, 9, 2, 4, 21, 20, 1, 8]","[92, 76, 52, 45, 25, 6, 82, 36, 22, 98, 63, 47, 74, 46, 12, 78, 12]"
799.0,"[5, 12, 13, 24, 19, 18, 7]","[95, 78, 42, 5, 36, 49, 25]"
800.0,"[12, 13, 5, 18, 19, 7, 24, 3, 17, 9, 6, 2]","[76, 43, 96, 51, 36, 25, 6, 18, 99, 64, 81, 47]"
801.0,"[5, 18, 12, 13, 24, 6, 7, 19, 3, 17, 9, 2]","[93, 53, 78, 44, 8, 84, 27, 38, 18, 96, 64, 45]"
802.0,"[12, 5, 13, 24, 19, 18, 7, 6, 3, 17, 9]","[74, 94, 45, 6, 40, 51, 27, 84, 20, 98, 61]"
803.0,"[12, 13, 24, 5, 18, 7, 19, 3, 17, 9, 6, 2, 4, 20]","[74, 45, 5, 96, 50, 25, 37, 20, 100, 62, 84, 46, 76, 11]"
804.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9, 6, 2, 4, 21, 8, 20, 1, 23, 16, 10]","[93, 53, 26, 74, 41, 9, 38, 19, 96, 63, 83, 47, 74, 42, 14, 12, 78, 69, 88, 23]"
805.0,"[12, 13, 24, 5, 18, 19, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1, 23, 14, 11]","[77, 41, 9, 93, 52, 36, 84, 25, 18, 97, 62, 47, 76, 46, 15, 13, 80, 66, 57, 31]"
806.0,"[5, 12, 18, 13, 19, 24, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1]","[95, 74, 51, 43, 38, 8, 84, 23, 18, 97, 64, 45, 78, 42, 10, 82]"
807.0,"[5, 12, 13, 18, 24]","[92, 77, 43, 50, 6]"
808.0,"[5, 12, 13, 19, 18, 24, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 8]","[95, 77, 43, 40, 53, 8, 80, 25, 22, 96, 63, 43, 75, 46, 12, 81, 12]"
809.0,"[5, 18, 12, 7, 13, 19, 3, 24, 6, 17, 9, 2, 4]","[92, 51, 74, 27, 44, 37, 18, 5, 83, 98, 62, 45, 75]"
810.0,"[12, 13, 5, 18, 24, 19, 6, 7]","[78, 43, 95, 50, 9, 40, 82, 23]"
811.0,"[5, 12, 13, 18, 7, 24, 19]","[95, 74, 45, 49, 24, 5, 38]"
812.0,"[12, 13, 5, 19, 18, 7, 24, 3, 17, 9, 6]","[77, 42, 92, 36, 52, 23, 7, 20, 100, 62, 83]"
813.0,"[5, 18, 7, 12, 13, 24, 19]","[93, 50, 27, 77, 45, 7, 40]"
814.0,"[5, 12, 13, 24, 18, 19, 7, 3, 17, 6, 9, 2, 4]","[93, 78, 45, 7, 50, 38, 24, 18, 98, 83, 64, 44, 77]"
815.0,"[5, 12, 18, 7, 13, 19, 3, 24, 6, 17, 9, 2, 4, 20]","[95, 76, 53, 27, 45, 40, 22, 6, 81, 99, 63, 43, 78, 14]"
816.0,"[12, 5, 13, 19, 24, 18, 7, 3, 6, 17, 9, 2]","[78, 96, 44, 38, 5, 53, 27, 22, 80, 98, 61, 47]"
817.0,"[5, 12, 18, 7, 13, 19, 24]","[93, 78, 49, 26, 44, 36, 5]"
818.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9]","[93, 53, 25, 77, 43, 8, 39, 22, 98, 61]"
819.0,"[5, 12, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1]","[95, 74, 50, 25, 44, 8, 81, 38, 18, 96, 65, 45, 77, 43, 16, 11, 82]"
820.0,"[12, 13, 24, 5, 18, 6, 19, 7, 3]","[76, 43, 7, 96, 52, 84, 39, 26, 21]"
821.0,"[5, 12, 13, 19, 18, 24, 7]","[94, 77, 41, 40, 50, 9, 23]"
822.0,"[12, 13, 5, 24, 18]","[76, 43, 92, 9, 51]"
823.0,"[12, 5, 13, 18, 7, 19, 3, 24, 6, 17, 9]","[77, 96, 42, 50, 26, 40, 21, 9, 84, 97, 64]"
824.0,"[12, 5, 18, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1, 23, 16, 14]","[75, 94, 49, 26, 43, 6, 39, 84, 18, 96, 64, 43, 76, 45, 15, 12, 81, 67, 86, 59]"
825.0,"[5, 12, 13, 24, 18]","[94, 74, 41, 7, 53]"
826.0,"[5, 12, 13, 18, 19, 7, 24, 3, 17, 6]","[92, 78, 42, 50, 36, 27, 6, 22, 99, 84]"
827.0,"[5, 12, 18, 7, 13, 19, 3, 24, 17]","[96, 77, 51, 26, 42, 40, 21, 6, 99]"
828.0,"[12, 13, 5, 19, 18, 7, 3]","[74, 45, 96, 37, 52, 23, 19]"
829.0,"[12, 5, 13, 24, 19]","[74, 93, 43, 8, 37]"
830.0,"[5, 12, 18, 7, 13, 19, 24, 3, 17, 6, 9, 2, 4, 21, 20, 1, 8]","[93, 78, 52, 25, 44, 38, 9, 21, 96, 84, 63, 44, 78, 44, 14, 82, 15]"
831.0,"[5, 12, 13, 19, 24, 18, 7, 6]","[93, 77, 44, 36, 5, 49, 26, 80]"
832.0,"[5, 12, 13, 24, 19, 18]","[95, 74, 41, 9, 36, 51]"
833.0,"[5, 12, 13, 18, 19, 24, 7, 6, 3, 17, 9, 2, 4, 21]","[92, 78, 41, 50, 37, 8, 24, 83, 18, 100, 62, 46, 75, 42]"
834.0,"[12, 13, 5, 19, 24, 18]","[78, 41, 96, 36, 6, 53]"
835.0,"[5, 18, 7, 12, 13, 19, 3, 17, 24, 9, 6, 2, 4]","[92, 53, 25, 75, 45, 38, 20, 100, 7, 61, 81, 45, 77]"
836.0,"[12, 5, 18, 13, 19, 24, 6, 7, 3]","[78, 93, 51, 41, 40, 9, 80, 25, 18]"
837.0,"[5, 12, 13, 24, 18]","[93, 75, 41, 5, 52]"
838.0,"[5, 12, 13, 24, 19, 18, 7, 6, 3, 17, 9, 2, 4, 20, 21]","[95, 77, 44, 7, 36, 50, 25, 80, 22, 98, 64, 46, 75, 10, 43]"
839.0,"[5, 18, 7, 12, 13, 19, 24, 3, 17, 6, 9, 2, 4]","[96, 51, 26, 76, 41, 40, 6, 20, 100, 82, 61, 46, 74]"
840.0,"[12, 5, 13, 18, 19, 24, 6, 7, 3, 17, 9, 2, 4, 21, 20]","[75, 95, 41, 49, 39, 9, 83, 25, 19, 96, 61, 43, 76, 43, 12]"
841.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 21, 8]","[94, 49, 23, 74, 44, 36, 7, 80, 19, 97, 64, 45, 75, 42, 16]"
842.0,"[5, 12, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 20]","[93, 74, 53, 25, 41, 5, 80, 37, 18, 99, 64, 44, 76, 46, 12]"
843.0,"[12, 13, 5, 18, 19, 24, 7, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16, 23, 10]","[78, 42, 96, 50, 36, 8, 24, 80, 18, 99, 65, 47, 76, 46, 13, 10, 79, 87, 69, 20]"
844.0,"[12, 5, 13, 19, 24, 18, 6, 7, 3]","[78, 94, 44, 36, 6, 49, 84, 27, 22]"
845.0,"[12, 5, 18, 13, 19]","[74, 92, 50, 43, 40]"
846.0,"[12, 13, 24, 5, 18, 6, 19, 7, 3, 17, 9, 2, 4, 21, 20, 1, 8, 16, 10]","[75, 45, 5, 94, 53, 84, 39, 27, 22, 99, 63, 43, 76, 42, 10, 79, 16, 87, 21]"
847.0,"[12, 5, 13, 19, 24, 18, 7, 3, 6, 17, 9, 2, 4, 21, 8, 20, 1, 23, 14, 11]","[74, 95, 45, 37, 7, 52, 26, 21, 83, 96, 61, 45, 75, 44, 14, 10, 79, 65, 57, 32]"
848.0,"[12, 5, 13, 19, 18, 24, 7, 6, 3, 17, 9, 2]","[74, 92, 44, 39, 53, 5, 25, 80, 22, 99, 65, 47]"
849.0,"[5, 18, 12, 7, 13]","[95, 52, 76, 24, 42]"
850.0,"[5, 12, 13, 18, 7, 19]","[95, 75, 45, 50, 25, 36]"
851.0,"[12, 5, 13, 18, 19, 7, 24, 6, 3, 17, 9, 2, 4, 20, 1, 21, 14, 8]","[78, 95, 42, 49, 40, 26, 6, 83, 20, 97, 61, 44, 78, 12, 78, 42, 57, 16]"
852.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 1, 14]","[94, 52, 23, 77, 42, 37, 9, 82, 20, 99, 61, 47, 77, 14, 80, 58]"
853.0,"[12, 5, 13, 19, 24, 18, 7]","[75, 96, 43, 39, 9, 52, 26]"
854.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 21, 20, 1, 8]","[94, 51, 23, 75, 43, 38, 5, 84, 20, 100, 64, 44, 77, 44, 14, 78, 12]"
855.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2]","[74, 43, 5, 94, 36, 53, 84, 23, 22, 98, 62, 45]"
